Type,"Policy area","Sub-policy area","Policy action",Country,Topics
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance systems –&nbsp;Micronesia

In 2014, the Pacific Non-Communicable Disease Partnership was established to encourage a multi-sector approach to prevent and control non-communicable diseases (NCDs). The partnership includes Pacific Island Forum Leaders, Pacific Ministers of Health, Pacific Islands Permanent Missions at the United Nations, Pacific Island Countries and Territories (PICTs), Secretariat of the Pacific Community (SPC), World Health Organization (WHO), United Nations Development Programme (UNDP), World Bank, Australia Department of Foreign Affairs and Trade (DFAT), New Zealand Aid Programme (NZAP), US Department of State, Pacific Island Health Officers Association (PIHOA) and the NCD Alliance. The Partnership aims to strengthen and coordinate capacity and expertise to support Pacific Island countries achieve globally agreed NCD targets and implement the Pacific Islands NCD roadmap.

The Pacific Monitoring Alliance for NCD Action (MANA) is a collaborative alliance inclusive of all Pacific Island countries and territories (PICTs), networks, agencies, organisations and institutions working to improve the monitoring and surveillance of NCDs across the Pacific region. MANA main objectives are to better coordinate, integrate and expand existing NCD monitoring and surveillance input to achieve: enhanced in-country capacity for collecting, analysing, and translating quality data into robust policy and action for NCDs; sustainable Regional Public Goods (RPG) by supporting investment in regional technical capacity to expand data improvement services; and robust innovation and accountability mechanisms by developing innovative NCD monitoring systems and establishing a reliable robust mutual accountability mechanism.
",Micronesia,"Civil society, Multi-sector"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance systems –&nbsp;Nauru

In 2014, the Pacific Non-Communicable Disease Partnership was established to encourage a multi-sector approach to prevent and control non-communicable diseases (NCDs). The partnership includes Pacific Island Forum Leaders, Pacific Ministers of Health, Pacific Islands Permanent Missions at the United Nations, Pacific Island Countries and Territories (PICTs), Secretariat of the Pacific Community (SPC), World Health Organization (WHO), United Nations Development Programme (UNDP), World Bank, Australia Department of Foreign Affairs and Trade (DFAT), New Zealand Aid Programme (NZAP), US Department of State, Pacific Island Health Officers Association (PIHOA) and the NCD Alliance. The Partnership aims to strengthen and coordinate capacity and expertise to support Pacific Island countries achieve globally agreed NCD targets and implement the Pacific Islands NCD roadmap.

The Pacific Monitoring Alliance for NCD Action (MANA) is a collaborative alliance inclusive of all Pacific Island countries and territories (PICTs), networks, agencies, organisations and institutions working to improve the monitoring and surveillance of NCDs across the Pacific region. MANA main objectives are to better coordinate, integrate and expand existing NCD monitoring and surveillance input to achieve: enhanced in-country capacity for collecting, analysing, and translating quality data into robust policy and action for NCDs; sustainable Regional Public Goods (RPG) by supporting investment in regional technical capacity to expand data improvement services; and robust innovation and accountability mechanisms by developing innovative NCD monitoring systems and establishing a reliable robust mutual accountability.
",Nauru,"Civil society, Multi-sector"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","&nbsp;The Environment Act (2019) and the&nbsp;Core Values of a Healthy Living Environment

Based on the Environment Act of 2019, expected to enter into force in 2022, the Dutch national government mandates that municipalities must include health in both their environmental vision and their environmental planning (which includes infrastructure planning). This includes rules related to food supply (for example for the Healthy Food Canteens Programme) and aiming to encourage urban agriculture. In 2020, as part of preparations to the implementation of the Environment Act, the Board of Directors of Public Health and management of Municipal and Regional Health Services (GGD GHOR Nederland) adopted the Core Values of a Healthy Living Environment (2020), which provide tools for entering into dialogue with municipalities and other stakeholders about a Healthy Living Environment. These core values are meant to support local municipalities to include health in their environmental vision and planning, which they are mandated by law to do.
",Netherlands,"Multi-sector, Planning, Supply chain"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","The National Prevention act

In the National Prevention Agreement, overweight is one of three topics covered and this is one of the largest cause of the burden of disease in the Netherlands. The parties participating in one or more areas of the agreement have committed to achieving the objectives of a healthier population in the Netherlands. The National Institute for Public Health and the Environment (in consultation with Statistics Netherlands, the Municipal Health Service, the Intraregional Medical-Assistance Organisation, Pharos, the Trimbos Institute and the Netherlands Bureau for Economic Policy Analysis) will report annually on the progress. The National Institute for Public Health and Environment will support progress every four years.
",Netherlands,
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance systems –&nbsp;New Caledonia

In 2014, the Pacific Non-Communicable Disease Partnership was established to encourage a multi-sector approach to prevent and control non-communicable diseases (NCDs). The partnership includes Pacific Island Forum Leaders, Pacific Ministers of Health, Pacific Islands Permanent Missions at the United Nations, Pacific Island Countries and Territories (PICTs), Secretariat of the Pacific Community (SPC), World Health Organization (WHO), United Nations Development Programme (UNDP), World Bank, Australia Department of Foreign Affairs and Trade (DFAT), New Zealand Aid Programme (NZAP), US Department of State, Pacific Island Health Officers Association (PIHOA) and the NCD Alliance. The Partnership aims to strengthen and coordinate capacity and expertise to support Pacific Island countries achieve globally agreed NCD targets and implement the Pacific Islands NCD roadmap.

The Pacific Monitoring Alliance for NCD Action (MANA) is a collaborative alliance inclusive of all Pacific Island countries and territories (PICTs), networks, agencies, organisations and institutions working to improve the monitoring and surveillance of NCDs across the Pacific region. MANA main objectives are to better coordinate, integrate and expand existing NCD monitoring and surveillance input to achieve: enhanced in-country capacity for collecting, analysing, and translating quality data into robust policy and action for NCDs; sustainable Regional Public Goods (RPG) by supporting investment in regional technical capacity to expand data improvement services; and robust innovation and accountability mechanisms by developing innovative NCD monitoring systems and establishing a reliable robust mutual accountability mechanism.
","New Caledonia","Civil society, Multi-sector"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance system ⸻&nbsp;Tokelau

In 2014, the Pacific Non-Communicable Disease Partnership was established to encourage a multi-sector approach to prevent and control non-communicable diseases (NCDs). The partnership includes Pacific Island Forum Leaders, Pacific Ministers of Health, Pacific Islands Permanent Missions at the United Nations, Pacific Island Countries and Territories (PICTs), Secretariat of the Pacific Community (SPC), World Health Organization (WHO), United Nations Development Programme (UNDP), World Bank, Australia Department of Foreign Affairs and Trade (DFAT), New Zealand Aid Programme (NZAP), US Department of State, Pacific Island Health Officersâ€™ Association (PIHOA) and the NCD Alliance.

The Partnership aims to strengthen and coordinate capacity and expertise to support Pacific Island countries achieve globally agreed NCD targets and implement the Pacific Islands NCD roadmap.The Pacific Monitoring Alliance for NCD Action (MANA) is a collaborative alliance inclusive of all Pacific Island countries and territories (PICTs), networks, agencies, organisations and institutions working to improve the monitoring and surveillance of NCDs across the Pacific region.

MANAâ€™s main objectives are to better coordinate, integrate and expand existing NCD monitoring and surveillance input to achieve: enhanced in-country capacity for collecting, analysing, and translating quality data into robust policy and action for NCDs; sustainable Regional Public Goods (RPG) by supporting investment in regional technical capacity to expand data improvement services; and robust innovation and accountability mechanisms by developing innovative NCD monitoring systems and establishing a reliable robust mutual accountability mechanism.
","New Zealand","Civil society, Multi-sector"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance systems –&nbsp;Cook Islands

In 2014, the Pacific Non-Communicable Disease Partnership was established to encourage a multi-sector approach to prevent and control non-communicable diseases (NCDs). The partnership includes Pacific Island Forum Leaders, Pacific Ministers of Health, Pacific Islands Permanent Missions at the United Nations, Pacific Island Countries and Territories (PICTs), Secretariat of the Pacific Community (SPC), World Health Organization (WHO), United Nations Development Programme (UNDP), World Bank, Australia Department of Foreign Affairs and Trade (DFAT), New Zealand Aid Programme (NZAP), US Department of State, Pacific Island Health Officers Association (PIHOA) and the NCD Alliance.

The Partnership aims to strengthen and coordinate capacity and expertise to support Pacific Island countries achieve globally agreed NCD targets and implement the Pacific Islands NCD roadmap.The Pacific Monitoring Alliance for NCD Action (MANA) is a collaborative alliance inclusive of all Pacific Island countries and territories (PICTs), networks, agencies, organisations and institutions working to improve the monitoring and surveillance of NCDs across the Pacific region. MANA’s main objectives are to better coordinate, integrate and expand existing NCD monitoring and surveillance input to achieve: enhanced in-country capacity for collecting, analysing, and translating quality data into robust policy and action for NCDs; sustainable Regional Public Goods (RPG) by supporting investment in regional technical capacity to expand data improvement services; and robust innovation and accountability mechanisms by developing innovative NCD monitoring systems and establishing a reliable robust mutual accountability mechanism.

&nbsp;
","New Zealand","Civil society, Multi-sector"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance system ⸻&nbsp;Niue

In 2014, the Pacific Non-Communicable Disease Partnership was established to encourage a multi-sector approach to prevent and control non-communicable diseases (NCDs). The partnership includes Pacific Island Forum Leaders, Pacific Ministers of Health, Pacific Islands Permanent Missions at the United Nations, Pacific Island Countries and Territories (PICTs), Secretariat of the Pacific Community (SPC), World Health Organization (WHO), United Nations Development Programme (UNDP), World Bank, Australia Department of Foreign Affairs and Trade (DFAT), New Zealand Aid Programme (NZAP), US Department of State, Pacific Island Health Officersâ€™ Association (PIHOA) and the NCD Alliance.

The Partnership aims to strengthen and coordinate capacity and expertise to support Pacific Island countries achieve globally agreed NCD targets and implement the Pacific Islands NCD roadmap.The Pacific Monitoring Alliance for NCD Action (MANA) is a collaborative alliance inclusive of all Pacific Island countries and territories (PICTs), networks, agencies, organisations and institutions working to improve the monitoring and surveillance of NCDs across the Pacific region.

MANAâ€™s main objectives are to better coordinate, integrate and expand existing NCD monitoring and surveillance input to achieve: enhanced in-country capacity for collecting, analysing, and translating quality data into robust policy and action for NCDs; sustainable Regional Public Goods (RPG) by supporting investment in regional technical capacity to expand data improvement services; and robust innovation and accountability mechanisms by developing innovative NCD monitoring systems and establishing a reliable robust mutual accountability mechanism.
",Niue,"Civil society, Multi-sector"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance system ⸻&nbsp;Northern Mariana Islands

In 2014, the Pacific Non-Communicable Disease Partnership was established to encourage a multi-sector approach to prevent and control non-communicable diseases (NCDs). The partnership includes Pacific Island Forum Leaders, Pacific Ministers of Health, Pacific Islands Permanent Missions at the United Nations, Pacific Island Countries and Territories (PICTs), Secretariat of the Pacific Community (SPC), World Health Organization (WHO), United Nations Development Programme (UNDP), World Bank, Australia Department of Foreign Affairs and Trade (DFAT), New Zealand Aid Programme (NZAP), US Department of State, Pacific Island Health Officersâ€™ Association (PIHOA) and the NCD Alliance.

The Partnership aims to strengthen and coordinate capacity and expertise to support Pacific Island countries achieve globally agreed NCD targets and implement the Pacific Islands NCD roadmap.The Pacific Monitoring Alliance for NCD Action (MANA) is a collaborative alliance inclusive of all Pacific Island countries and territories (PICTs), networks, agencies, organisations and institutions working to improve the monitoring and surveillance of NCDs across the Pacific region.

MANAâ€™s main objectives are to better coordinate, integrate and expand existing NCD monitoring and surveillance input to achieve: enhanced in-country capacity for collecting, analysing, and translating quality data into robust policy and action for NCDs; sustainable Regional Public Goods (RPG) by supporting investment in regional technical capacity to expand data improvement services; and robust innovation and accountability mechanisms by developing innovative NCD monitoring systems and establishing a reliable robust mutual accountability mechanism.
","Northern Mariana Islands","Civil society, Multi-sector"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","The partnership for a healthier diet&nbsp;

The partnership for a healthier diet, (letter of intent for facilitating a healthier diet in the population) is a signed agreement between the Norwegian health authorities and food industry (food and trade organizations, food and beverage manufacturers, food retailers and food service industry). The partnership was signed on December 6th, 2016 and lasts until 31st December 2021.The overall goal is to increase the proportion of the population who has a balanced diet in accordance with the dietary guidelines, and to contribute to achieve the targets of World Health Organization for reduction in premature mortality from noncommunicable diseases by 25 percent within 2025.

The Norwegian Directorate of Health has published recommendations for taking nutritional considerations into account in public procurement of food and drink products and meals (2020). The Norwegian Directorate of Health encourage municipalities and counties to use these recommendations in their public procurement of food. About 100 industry partners have signed the partnership for a healthier diet along with food actors are included, both local and regional. About 97 % of all groceries in Norway, and 80-85 % of producers in Norway has signed the partnership.(See-S Initiatives to increase the availability of healthier food in stores and out-of-home venues and I1- Voluntary reformulation of food products)
",Norway,
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance systems –&nbsp;Palau

In 2014, the Pacific Non-Communicable Disease Partnership was established to encourage a multi-sector approach to prevent and control non-communicable diseases (NCDs). The partnership includes Pacific Island Forum Leaders, Pacific Ministers of Health, Pacific Islands Permanent Missions at the United Nations, Pacific Island Countries and Territories (PICTs), Secretariat of the Pacific Community (SPC), World Health Organization (WHO), United Nations Development Programme (UNDP), World Bank, Australia Department of Foreign Affairs and Trade (DFAT), New Zealand Aid Programme (NZAP), US Department of State, Pacific Island Health Officers Association (PIHOA) and the NCD Alliance. The Partnership aims to strengthen and coordinate capacity and expertise to support Pacific Island countries achieve globally agreed NCD targets and implement the Pacific Islands NCD roadmap.

The Pacific Monitoring Alliance for NCD Action (MANA) is a collaborative alliance inclusive of all Pacific Island countries and territories (PICTs), networks, agencies, organisations and institutions working to improve the monitoring and surveillance of NCDs across the Pacific region. MANA main objectives are to better coordinate, integrate and expand existing NCD monitoring and surveillance input to achieve: enhanced in-country capacity for collecting, analysing, and translating quality data into robust policy and action for NCDs; sustainable Regional Public Goods (RPG) by supporting investment in regional technical capacity to expand data improvement services; and robust innovation and accountability mechanisms by developing innovative NCD monitoring systems and establishing a reliable robust mutual accountability
",Palau,"Civil society, Multi-sector"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance system ⸻&nbsp;Papua New Guinea

In 2014, the Pacific Non-Communicable Disease Partnership was established to encourage a multi-sector approach to prevent and control non-communicable diseases (NCDs). The partnership includes Pacific Island Forum Leaders, Pacific Ministers of Health, Pacific Islands Permanent Missions at the United Nations, Pacific Island Countries and Territories (PICTs), Secretariat of the Pacific Community (SPC), World Health Organization (WHO), United Nations Development Programme (UNDP), World Bank, Australia Department of Foreign Affairs and Trade (DFAT), New Zealand Aid Programme (NZAP), US Department of State, Pacific Island Health Officersâ€™ Association (PIHOA) and the NCD Alliance.

The Partnership aims to strengthen and coordinate capacity and expertise to support Pacific Island countries achieve globally agreed NCD targets and implement the Pacific Islands NCD roadmap.The Pacific Monitoring Alliance for NCD Action (MANA) is a collaborative alliance inclusive of all Pacific Island countries and territories (PICTs), networks, agencies, organisations and institutions working to improve the monitoring and surveillance of NCDs across the Pacific region.

MANAâ€™s main objectives are to better coordinate, integrate and expand existing NCD monitoring and surveillance input to achieve: enhanced in-country capacity for collecting, analysing, and translating quality data into robust policy and action for NCDs; sustainable Regional Public Goods (RPG) by supporting investment in regional technical capacity to expand data improvement services; and robust innovation and accountability mechanisms by developing innovative NCD monitoring systems and establishing a reliable robust mutual accountability mechanism.
","Papua New Guinea","Civil society, Multi-sector"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance system ⸻Pitcairn Islands

In 2014, the Pacific Non-Communicable Disease Partnership was established to encourage a multi-sector approach to prevent and control non-communicable diseases (NCDs). The partnership includes Pacific Island Forum Leaders, Pacific Ministers of Health, Pacific Islands Permanent Missions at the United Nations, Pacific Island Countries and Territories (PICTs), Secretariat of the Pacific Community (SPC), World Health Organization (WHO), United Nations Development Programme (UNDP), World Bank, Australia Department of Foreign Affairs and Trade (DFAT), New Zealand Aid Programme (NZAP), US Department of State, Pacific Island Health Officersâ€™ Association (PIHOA) and the NCD Alliance.

The Partnership aims to strengthen and coordinate capacity and expertise to support Pacific Island countries achieve globally agreed NCD targets and implement the Pacific Islands NCD roadmap.The Pacific Monitoring Alliance for NCD Action (MANA) is a collaborative alliance inclusive of all Pacific Island countries and territories (PICTs), networks, agencies, organisations and institutions working to improve the monitoring and surveillance of NCDs across the Pacific region.

MANAâ€™s main objectives are to better coordinate, integrate and expand existing NCD monitoring and surveillance input to achieve: enhanced in-country capacity for collecting, analysing, and translating quality data into robust policy and action for NCDs; sustainable Regional Public Goods (RPG) by supporting investment in regional technical capacity to expand data improvement services; and robust innovation and accountability mechanisms by developing innovative NCD monitoring systems and establishing a reliable robust mutual accountability mechanism.
","Pitcairn Islands","Civil society, Multi-sector"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance systems –&nbsp;Samoa

In 2014, the Pacific Non-Communicable Disease Partnership was established to encourage a multi-sector approach to prevent and control non-communicable diseases (NCDs). The partnership includes Pacific Island Forum Leaders, Pacific Ministers of Health, Pacific Islands Permanent Missions at the United Nations, Pacific Island Countries and Territories (PICTs), Secretariat of the Pacific Community (SPC), World Health Organization (WHO), United Nations Development Programme (UNDP), World Bank, Australia Department of Foreign Affairs and Trade (DFAT), New Zealand Aid Programme (NZAP), US Department of State, Pacific Island Health Officers Association (PIHOA) and the NCD Alliance. The Partnership aims to strengthen and coordinate capacity and expertise to support Pacific Island countries achieve globally agreed NCD targets and implement the Pacific Islands NCD roadmap.

The Pacific Monitoring Alliance for NCD Action (MANA) is a collaborative alliance inclusive of all Pacific Island countries and territories (PICTs), networks, agencies, organisations and institutions working to improve the monitoring and surveillance of NCDs across the Pacific region. MANA main objectives are to better coordinate, integrate and expand existing NCD monitoring and surveillance input to achieve: enhanced in-country capacity for collecting, analysing, and translating quality data into robust policy and action for NCDs; sustainable Regional Public Goods (RPG) by supporting investment in regional technical capacity to expand data improvement services; and robust innovation and accountability mechanisms by developing innovative NCD monitoring systems and establishing a reliable robust mutual accountability mechanism.
",Samoa,"Civil society, Multi-sector"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance systems –&nbsp;Solomon Islands

In 2014, the Pacific Non-Communicable Disease Partnership was established to encourage a multi-sector approach to prevent and control non-communicable diseases (NCDs). The partnership includes Pacific Island Forum Leaders, Pacific Ministers of Health, Pacific Islands Permanent Missions at the United Nations, Pacific Island Countries and Territories (PICTs), Secretariat of the Pacific Community (SPC), World Health Organization (WHO), United Nations Development Programme (UNDP), World Bank, Australia Department of Foreign Affairs and Trade (DFAT), New Zealand Aid Programme (NZAP), US Department of State, Pacific Island Health Officers’ Association (PIHOA) and the NCD Alliance. The Partnership aims to strengthen and coordinate capacity and expertise to support Pacific Island countries achieve globally agreed NCD targets and implement the Pacific Islands NCD roadmap.&nbsp;

The Pacific Monitoring Alliance for NCD Action (MANA) is a collaborative alliance inclusive of all Pacific Island countries and territories (PICTs), networks, agencies, organisations and institutions working to improve the monitoring and surveillance of NCDs across the Pacific region. MANA’s main objectives are to better coordinate, integrate and expand existing NCD monitoring and surveillance input to achieve: enhanced in-country capacity for collecting, analysing, and translating quality data into robust policy and action for NCDs; sustainable Regional Public Goods (RPG) by supporting investment in regional technical capacity to expand data improvement services; and robust innovation and accountability mechanisms by developing innovative NCD monitoring systems and establishing a reliable robust mutual accountability mechanism.
","Solomon Islands","Civil society, Multi-sector"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Law 16/2021

Law 16/2021of December 14, which modifies Law 12/2013, of August 2, on measures to improve the functioning of the food chain sets out to improve the functioning of the food chain sets out to improve the operation and structure of the food chain in order to increase the efficiency and competitiveness of the Spanish agri-food sector and to reduce the imbalance in commercial relations between the different operators in the chain. The purpose of improving the structure of the food chain is to benefit the operators involved while guaranteeing a sustainable distribution of added value, throughout the sectors that comprise it
",Spain,
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","The Food Chain observatory&nbsp;

The Food Chain Observatory, hereinafter OCA, is a collegiate body attached to the General Directorate of the Food Industry, of the Ministry of Agriculture, Fisheries and Food. The objective of the Observatory is to achieve a correct balance between the links of the food chain, thus being able to guarantee fair, loyal and effective competition. With this, the transparency and efficiency of the commercialization process is favored, thus being able to detect possible situations of imbalance in the prices of the products throughout the food chain.
",Spain,
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance system - St Lucia

Active NCD Commissions exist in eight of the 20 CARICOM member states (Antigua and Barbuda, Bahamas, Barbados, Bermuda, British Virgin Islands, Dominica, Grenada, Saint Lucia), which are all housed in their Ministries of Health, with members recommended by the Minister of Health and appointed by the Cabinet of Government for a fixed duration; all include government agencies, and, to a varying degree, civil society and the private sector.
","St Lucia",
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","The Tanzania Food and Nutrition Centre (TFNC)

The Tanzania Food and Nutrition&nbsp;Centre&nbsp;(TFNC), established in 1973, focuses on improving nutrition via policy,&nbsp;strategy&nbsp;development and planning, providing technical advice to&nbsp;the&nbsp;government and other organisations and nutrition education. This semi-autonomous&nbsp;Centre&nbsp;is housed under the Ministry&nbsp;responsible for&nbsp;Health and collaborates with the Ministry of Finance and Development Planning to integrate food and nutrition into national development plans.&nbsp;

The TFNC acts as the Secretariat for the High-Level Steering Committee on Nutrition (HLSCN), which is a national multi-sectoral coordination body housed under the Prime Minister’s Office. The Committee includes key nutrition stakeholders such as development partners, civil society organisations, the private sector and government ministries responsible for&nbsp;health, community development,&nbsp;gender, education, agriculture,&nbsp;finance and planning,&nbsp;industry, trade and investment,&nbsp;minerals and water and irrigation.&nbsp;In 2017, the Prime Minister&nbsp;launched a&nbsp;five-year Multisectoral Nutrition Action Plan (2016-17–2020-21) to address Tanzania’s double burden of malnutrition.&nbsp;The action plan was developed through the technical coordination of&nbsp;the TFNC, together with&nbsp;policy leadership from the&nbsp;HLSCN.
",Tanzania,Multi-sector
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance System –&nbsp;Tonga

In 2014, the Pacific Non-Communicable Disease Partnership was established to encourage a multi-sector approach to prevent and control non-communicable diseases (NCDs). The partnership includes Pacific Island Forum Leaders, Pacific Ministers of Health, Pacific Islands Permanent Missions at the United Nations, Pacific Island Countries and Territories (PICTs), Secretariat of the Pacific Community (SPC), World Health Organization (WHO), United Nations Development Programme (UNDP), World Bank, Australia Department of Foreign Affairs and Trade (DFAT), New Zealand Aid Programme (NZAP), US Department of State, Pacific Island Health Officers’ Association (PIHOA) and the NCD Alliance. The Partnership aims to strengthen and coordinate capacity and expertise to support Pacific Island countries achieve globally agreed NCD targets and implement the Pacific Islands NCD roadmap.&nbsp;

The Pacific Monitoring Alliance for NCD Action (MANA) is a collaborative alliance inclusive of all Pacific Island countries and territories (PICTs), networks, agencies, organisations and institutions working to improve the monitoring and surveillance of NCDs across the Pacific region. MANA’s main objectives are to better coordinate, integrate and expand existing NCD monitoring and surveillance input to achieve: enhanced in-country capacity for collecting, analysing, and translating quality data into robust policy and action for NCDs; sustainable Regional Public Goods (RPG) by supporting investment in regional technical capacity to expand data improvement services; and robust innovation and accountability mechanisms by developing innovative NCD monitoring systems and establishing a reliable robust mutual accountability mechanism.
",Tonga,"Civil society, Multi-sector"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Governance system ⸻Tuvalu

In 2014, the Pacific Non-Communicable Disease Partnership was established to encourage a multi-sector approach to prevent and control non-communicable diseases (NCDs). The partnership includes Pacific Island Forum Leaders, Pacific Ministers of Health, Pacific Islands Permanent Missions at the United Nations, Pacific Island Countries and Territories (PICTs), Secretariat of the Pacific Community (SPC), World Health Organization (WHO), United Nations Development Programme (UNDP), World Bank, Australia Department of Foreign Affairs and Trade (DFAT), New Zealand Aid Programme (NZAP), US Department of State, Pacific Island Health Officersâ€™ Association (PIHOA) and the NCD Alliance.

The Partnership aims to strengthen and coordinate capacity and expertise to support Pacific Island countries achieve globally agreed NCD targets and implement the Pacific Islands NCD roadmap.The Pacific Monitoring Alliance for NCD Action (MANA) is a collaborative alliance inclusive of all Pacific Island countries and territories (PICTs), networks, agencies, organisations and institutions working to improve the monitoring and surveillance of NCDs across the Pacific region.

MANAâ€™s main objectives are to better coordinate, integrate and expand existing NCD monitoring and surveillance input to achieve: enhanced in-country capacity for collecting, analysing, and translating quality data into robust policy and action for NCDs; sustainable Regional Public Goods (RPG) by supporting investment in regional technical capacity to expand data improvement services; and robust innovation and accountability mechanisms by developing innovative NCD monitoring systems and establishing a reliable robust mutual accountability mechanism.
",Tuvalu,"Civil society, Multi-sector"
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Out of home calorie labelling - England

Legislation came into force in April 2022 that requires large businesses in England with 250 or more employees, including restaurants, cafes, and takeaways, to display the calorie information of non-prepacked food and soft drink items they sell. 
",UK,
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","National Child Measurement Programme (NCMP) - Conversations Framework (England)

The NCMP conversations framework is to support School Nurses, their teams and other professionals delivering the NCMP to engage in sometimes difficult conversations with parents on the weight of children.&nbsp;&nbsp;&nbsp;
",UK,
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Childhood obesity: a plan for action, chapter 2

The UK Government’s second chapter of the Childhood Obesity Plan has set a national ambition to halve childhood obesity and significantly reduce the gap in obesity between children from the most and least deprived areas by 2030. Data from the NCMP is key to monitoring progress of this ambition. 
",UK,
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Scientific Advisory Committee on Nutrition (SACN) - England

SACN is a is a committee of the Office for Health Improvement and Disparities (OHID) and provides independent scientific advice and risk assessments on nutrition and related health issues. It advises the four UK health departments and other government departments and agencies.
",UK,
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","National Diet and Nutrition Survey (NDNS) - England

OHID monitors the diet and nutritional status of the population through the National Diet and Nutrition Survey (NDNS) rolling programme, a continuous survey of the diet and nutritional status of adults and children aged one and a half years and older living in private households in the United Kingdom (UK). It provides detailed, quantitative information on food consumption, nutrient intakes, nutritional status and related characteristics in the general population. It is the only UK national dietary survey that provides this type of data for individuals, allowing breakdown by age and sex and analysis of the distribution of intakes within the population. 
",UK,
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","UK Nutrition and Health Claims Committee (UKNHCC) &nbsp;- England

UKNHCC is a statutory committee of OHID providing independent scientific risk assessments on nutrition and health claim applications. Since 1 January 2021, Great Britain has responsibility for independent scientific risk assessment processes for nutrition-related labelling, composition and standards (NLCS) in accordance with the UK-wide NLCS provisional common framework (under Commission Delegated Regulation 1924/2006), UKNHCC’s remit is to assess scientific evidence underpinning nutrition and health claim applications in order to provide scientific opinions on the substantiation of scientific evidence (risk assessment). Decisions on whether to authorise nutrition and health claims (risk management) lies with the UK government and Devolved Administrations. 
",UK,
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Local Authority Caterers Association (LACA)

The Local Authority Caterers Association (LACA) sets out to inform, develop, represent and support its members through a range of initiatives and services. &nbsp;The membership is diverse, and includes public and private sector providers, client officers, dietitians and individual schools. &nbsp;There are also 250 associate members who are jointly responsible for the supply of over £400m per annum of food, drink, equipment and services to the school catering sector. With over 300 local authorities, county, district councils and London Boroughs represented in the membership, 80% of the catering service is provided by LACA members. LACA Ltd aims to set high standards of professionalism in Education catering; to be the lead consultative body to the Government in delivering healthy eating policies and to equip education caterers with the necessary skills, knowledge and support which will enable them to meet the changing demands of the industry sector.
",UK,
Nourishing,"Harness supply chain and actions across sectors to ensure coherence with health","Governance structures for multi-sectoral/stakeholder engagement","Local Government Association (WLGA)&nbsp;

Welsh Local Government Association (WLGA) support local authorities in meeting the nutritional standards for school food.&nbsp;
",UK,
